,position_x,position_y,position_z,quat_x,quat_y,quat_z,quat_w,t
0,-0.010718603996395494,-1.2802844281618455,10.002774022440596,0.00013426471310944773,-6.105676554813455e-05,0.6959660861146505,0.7180746376410415,406472000000
1,-0.010710631772072432,-1.2802960856449677,10.002763371659032,0.00013179760475396518,-5.9355713800581695e-05,0.6959659201584139,0.7180747990873534,406476000000
2,-0.010702704344517134,-1.2803077793902444,10.002753024933924,0.00013870776275659558,-5.363336617418398e-05,0.6959657523774542,0.7180749608510958,406484000000
3,-0.01069481053843971,-1.2803195162164205,10.002743079814069,0.00014958684516710552,-4.366057463829021e-05,0.69596558364324,0.7180751228817598,406492000000
4,-0.010686919249677317,-1.2803312978573431,10.002733644846513,0.00015913765808334203,-3.436833669595282e-05,0.6959652349320181,0.7180754593077556,406500000000
5,-0.010679001537667857,-1.280343125867534,10.002724651357362,0.0001637047550210309,-2.8476911030014204e-05,0.6959646541090196,0.7180760214773443,406508000000
6,-0.01067103327429735,-1.2803550056225677,10.002716003966801,0.00016050568500416474,-2.696725415691822e-05,0.6959640337059365,0.7180766235566052,406516000000
7,-0.01066300635085926,-1.280366928288622,10.002707697908606,0.0001531816582613955,-2.9940710960784847e-05,0.6959635597039033,0.7180770844437281,406524000000
8,-0.010654936270049304,-1.2803788838542343,10.00269963352875,0.00014490686636996322,-3.634910850442882e-05,0.6959633140350981,0.7180773239686836,406532000000
9,-0.01064683874303464,-1.2803908660856764,10.002691647721983,0.0001359492385811904,-4.562327161951286e-05,0.6959633064451692,0.7180773325472884,406540000000
10,-0.01063873676787708,-1.2804028761116137,10.002683672069212,0.00012633820539405873,-5.630802759033762e-05,0.6959633570571553,0.7180772844908816,406588000000
11,-0.0106306608334688,-1.2804149214845535,10.002675747791601,0.00011517281715505883,-6.6205906610017e-05,0.6959632918680551,0.7180773487056813,406588000000
12,-0.010622631455174237,-1.2804270088619032,10.00266793787591,0.0001014915517492789,-7.31161485339499e-05,0.6959630991663147,0.7180775368665365,406588000000
13,-0.01061466008740006,-1.2804391252964165,10.002660369519834,8.746191714171734e-05,-7.963734389444707e-05,0.6959628820059506,0.7180777484912605,406588000000
14,-0.010606770535103244,-1.2804512516976925,10.00265319490708,7.707515744278319e-05,-8.801317401308031e-05,0.6959626260219895,0.7180779968037438,406588000000
15,-0.010598980560603698,-1.2804633893519803,10.00264644458035,6.814452890632658e-05,-9.59845110397386e-05,0.6959622612999018,0.7180783501747037,406588000000
16,-0.010591310415204646,-1.2804755432871633,10.002640014581818,5.885161409606621e-05,-0.00010183132554341698,0.6959617975037464,0.7180787997025279,406632000000
17,-0.010583782570218988,-1.2804877151985425,10.002633718422123,4.934049974186543e-05,-0.0001042458519876869,0.695961276889136,0.7180793046517638,406632000000
18,-0.010576409772367033,-1.2804999031474165,10.002627482336187,4.046501298638378e-05,-0.00010078853857435139,0.6959605836194271,0.7180799776155575,406632000000
19,-0.010569197704278758,-1.280512094529416,10.002621307449223,3.4133502707596376e-05,-9.088381577511523e-05,0.695959473624874,0.7180810550674793,406632000000
20,-0.010562150730328797,-1.2805242633882534,10.002615421581432,3.4603300730305025e-05,-7.74374758485654e-05,0.6959578916710958,0.7180825898368323,406632000000
21,-0.010555254291011194,-1.280536397153848,10.00260981006906,4.047630300387923e-05,-6.189843681951914e-05,0.6959559764606992,0.7180844472336712,406636000000
22,-0.010548478090832012,-1.2805484941709295,10.002604485937729,4.616178014285034e-05,-4.5473695402427147e-05,0.6959539154087272,0.7180864456515632,406644000000
23,-0.010541785090734722,-1.280560553864588,10.002599439083886,4.642429055265338e-05,-2.9579331365465773e-05,0.6959519213529514,0.7180883790557984,406684000000
24,-0.010535147513463964,-1.2805725620047232,10.002594652422417,4.2080926584533164e-05,-1.590567943000222e-05,0.6959500745101177,0.7180901696622555,406684000000
25,-0.010528551573798766,-1.2805844947090619,10.002590232913501,3.856682735735527e-05,-5.218416561589722e-06,0.6959483160763987,0.718091874230445,406684000000
26,-0.010521997921886428,-1.280596339389338,10.00258608754791,3.691835357048207e-05,4.198830830942929e-06,0.6959463525979489,0.7180937772498913,406684000000
27,-0.010515474799214766,-1.2806080879979993,10.002582100837,3.429598443257104e-05,1.1911484626643027e-05,0.6959441245544609,0.718095936612948,406684000000
28,-0.010508976571720079,-1.2806197301376698,10.002578152009773,3.08278525079366e-05,1.8651955118709703e-05,0.6959417311019153,0.7180982562383911,406728000000
29,-0.010502503780148772,-1.2806312577404615,10.002574174220864,2.7846858014148887e-05,2.457504543572467e-05,0.6959393266431494,0.7181005864446147,406728000000
30,-0.010496041909927796,-1.2806426626943996,10.002570092249433,2.5474089473795737e-05,2.763183637189219e-05,0.6959369120849064,0.7181029264564223,406728000000
31,-0.010489582078876404,-1.2806539412262008,10.00256581593413,2.3856111431091818e-05,2.7990734553290035e-05,0.6959343768806735,0.7181053834383319,406728000000
32,-0.01048313806680136,-1.280665087644878,10.002561390678185,2.6001912291164318e-05,2.7292503168522102e-05,0.6959317069604776,0.7181079708693505,406728000000
33,-0.010476722482888477,-1.2806761011686625,10.002556860606317,3.482301999880665e-05,2.7245455976789188e-05,0.6959290294013457,0.7181105653599196,406748000000
34,-0.010470326450435597,-1.280686992738411,10.002552269742969,4.6100789252251955e-05,2.6981336637140338e-05,0.6959264258293826,0.7181130878761824,406748000000
35,-0.010463930726988964,-1.2806977815936287,10.002547660558504,5.497786001494518e-05,2.5007715025749607e-05,0.6959240005355543,0.7181154376774246,406748000000
