,error,time
0,0.010183488018810749,776368000000
1,0.010176564566791058,776388000000
2,0.010176011361181736,776408000000
3,0.010175123810768127,776428000000
4,0.010175123810768127,776444000000
5,0.010174536146223545,776468000000
6,0.010166003368794918,776488000000
7,0.010164597071707249,776508000000
8,0.010164597071707249,776528000000
9,0.010163058526813984,776548000000
10,0.010163058526813984,776564000000
11,0.01014432217925787,776588000000
12,0.01014432217925787,776608000000
13,0.010142442770302296,776628000000
14,0.010142442770302296,776648000000
15,0.010133308358490467,776668000000
16,0.01011880673468113,776688000000
17,0.010112647898495197,776708000000
18,0.010095018893480301,776728000000
19,0.010095018893480301,776748000000
20,0.010087632574141026,776768000000
21,0.01006318535655737,776788000000
22,0.01006318535655737,776808000000
23,0.01006318535655737,776828000000
24,0.010054267011582851,776848000000
25,0.010054267011582851,776868000000
26,0.010013141669332981,776888000000
27,0.010013141669332981,776908000000
28,0.00998158659785986,776928000000
29,0.00998158659785986,776948000000
30,0.00998158659785986,776968000000
31,0.009947963058948517,776988000000
32,0.009947963058948517,777008000000
33,0.009947963058948517,777028000000
34,0.009944041259586811,777048000000
35,0.009944041259586811,777068000000
36,0.00990886241197586,777088000000
37,0.00990886241197586,777108000000
38,0.009901936165988445,777128000000
39,0.009888536296784878,777148000000
40,0.009888536296784878,777168000000
41,0.009868575260043144,777188000000
42,0.009865978732705116,777208000000
43,0.009865978732705116,777228000000
44,0.00986341293901205,777248000000
45,0.00986341293901205,777268000000
46,0.009844614192843437,777288000000
47,0.009841627441346645,777304000000
48,0.00983884185552597,777328000000
49,0.00983884185552597,777348000000
50,0.009836344979703426,777368000000
51,0.00983231421560049,777388000000
52,0.009830506518483162,777408000000
53,0.009830506518483162,777432000000
54,0.009829483926296234,777448000000
55,0.009829483926296234,777468000000
56,0.009832490235567093,777488000000
57,0.009833786636590958,777508000000
58,0.009833786636590958,777528000000
59,0.00983529444783926,777548000000
60,0.00983529444783926,777568000000
61,0.009858941659331322,777588000000
62,0.009867039509117603,777608000000
63,0.009867039509117603,777628000000
64,0.009890669956803322,777648000000
65,0.009890669956803322,777668000000
66,0.00991669949144125,777688000000
67,0.00992779340595007,777708000000
68,0.009939268231391907,777724000000
69,0.009939268231391907,777748000000
70,0.009957576170563698,777768000000
71,0.00998933706432581,777788000000
72,0.010002345778048038,777808000000
73,0.010036427527666092,777828000000
74,0.010036427527666092,777848000000
75,0.010036427527666092,777868000000
76,0.010092661716043949,777888000000
77,0.010092661716043949,777908000000
78,0.010092661716043949,777928000000
79,0.010099624283611774,777948000000
80,0.010099624283611774,777968000000
