,error,time
0,0.03449871391057968,589048000000
1,0.034553371369838715,589068000000
2,0.03461960330605507,589088000000
3,0.03461960330605507,589108000000
4,0.0346715934574604,589128000000
5,0.03473585098981857,589148000000
6,0.03476158529520035,589168000000
7,0.03476158529520035,589188000000
8,0.034800685942173004,589208000000
9,0.034800685942173004,589228000000
10,0.034882765263319016,589248000000
11,0.034882765263319016,589268000000
12,0.03498798608779907,589288000000
13,0.035020310431718826,589308000000
14,0.035020310431718826,589328000000
15,0.035020310431718826,589348000000
16,0.03508852794766426,589368000000
17,0.03517889976501465,589388000000
18,0.03517889976501465,589408000000
19,0.03527207300066948,589428000000
20,0.03527207300066948,589452000000
21,0.03538426384329796,589468000000
22,0.03545738756656647,589488000000
23,0.03545738756656647,589508000000
24,0.035545364022254944,589528000000
25,0.035545364022254944,589548000000
26,0.0356287881731987,589568000000
27,0.0356287881731987,589588000000
28,0.03572194650769234,589608000000
29,0.03572194650769234,589628000000
30,0.035779327154159546,589648000000
31,0.03583221510052681,589668000000
32,0.03584473952651024,589688000000
33,0.03584473952651024,589708000000
34,0.03585697337985039,589728000000
35,0.03585697337985039,589748000000
36,0.03590291365981102,589768000000
37,0.035953640937805176,589788000000
38,0.035953640937805176,589808000000
39,1.2540184259414673,589828000000
40,1.282317876815796,589848000000
41,1.3106637001037598,589868000000
42,1.3390207290649414,589888000000
43,1.367334246635437,589908000000
44,1.3956912755966187,589928000000
45,1.4240061044692993,589948000000
46,1.4520330429077148,589968000000
47,1.480390191078186,589988000000
48,1.5068824291229248,590008000000
49,1.5352391004562378,590028000000
50,1.5635957717895508,590048000000
51,1.5785791873931885,590068000000
52,1.6047027111053467,590088000000
53,1.6330578327178955,590108000000
54,1.659001350402832,590128000000
55,1.6873565912246704,590148000000
56,1.7042243480682373,590168000000
57,1.7139426469802856,590188000000
58,1.7422977685928345,590208000000
59,1.7522521018981934,590228000000
60,1.7532477378845215,590248000000
61,1.7561973333358765,590268000000
62,1.7706809043884277,590288000000
63,1.799038290977478,590308000000
64,1.7973582744598389,590328000000
65,1.8257161378860474,590348000000
66,1.794593334197998,590368000000
67,1.8044698238372803,590388000000
68,1.8328274488449097,590408000000
69,1.851714015007019,590428000000
70,1.8800716400146484,590448000000
71,1.8690789937973022,590468000000
72,1.8343583345413208,590488000000
73,1.8627127408981323,590508000000
74,1.835275650024414,590528000000
75,1.8636270761489868,590548000000
