,error,time
0,0.07786334306001663,160424000000
1,0.07786357402801514,160440000000
2,0.07786357402801514,160460000000
3,0.0778764933347702,160480000000
4,0.0778764933347702,160500000000
5,0.0778764933347702,160520000000
6,0.0778840184211731,160540000000
7,0.07789190113544464,160560000000
8,0.07789865881204605,160580000000
9,0.07790233939886093,160600000000
10,0.07790233939886093,160620000000
11,0.07790421694517136,160640000000
12,0.07790421694517136,160660000000
13,0.07791073620319366,160680000000
14,0.07791610807180405,160700000000
15,0.07791610807180405,160720000000
16,0.07791958749294281,160740000000
17,0.07791569828987122,160760000000
18,0.07791569828987122,160780000000
19,0.07790350914001465,160800000000
20,0.07790350914001465,160820000000
21,0.077900730073452,160840000000
22,0.077900730073452,160860000000
23,0.0778898075222969,160880000000
24,0.07787702232599258,160900000000
25,0.07787702232599258,160920000000
26,0.07787702232599258,160940000000
27,0.0778549462556839,160960000000
28,0.07784806191921234,160980000000
29,0.07784666866064072,161000000000
30,0.07784666866064072,161020000000
31,0.07784529775381088,161040000000
32,0.07784529775381088,161060000000
33,0.07783634215593338,161080000000
34,0.07783634215593338,161100000000
35,0.07783634215593338,161120000000
36,0.07783446460962296,161140000000
37,0.07783446460962296,161160000000
38,0.07783310860395432,161180000000
39,0.07783081382513046,161200000000
40,0.07783081382513046,161220000000
41,0.07782623916864395,161240000000
42,0.07782623916864395,161260000000
43,0.07782625406980515,161280000000
44,0.07782631367444992,161300000000
45,0.07782631367444992,161320000000
46,0.0778261348605156,161340000000
47,0.0778261348605156,161360000000
48,0.07782398164272308,161380000000
49,0.0778224766254425,161400000000
50,0.0778224766254425,161420000000
51,0.07782114297151566,161440000000
52,0.07781915366649628,161460000000
53,0.0778161883354187,161480000000
54,0.07781308144330978,161500000000
55,0.07781308144330978,161520000000
56,0.07781308144330978,161540000000
57,0.07781572639942169,161560000000
58,0.07782667875289917,161580000000
59,0.07782667875289917,161600000000
60,0.07782667875289917,161620000000
61,0.07782880961894989,161640000000
62,0.07782880961894989,161660000000
63,0.07784656435251236,161680000000
64,0.07784656435251236,161700000000
65,0.07784656435251236,161720000000
66,0.07785256952047348,161740000000
67,0.07785256952047348,161772000000
68,0.07785535603761673,161780000000
69,0.07785535603761673,161800000000
70,0.07785535603761673,161820000000
71,0.07785684615373611,161840000000
72,0.07785684615373611,161860000000
73,0.07786102592945099,161880000000
74,0.07786181569099426,161900000000
75,0.07786181569099426,161920000000
76,0.07786265015602112,161940000000
77,0.07786265015602112,161960000000
78,0.0778627097606659,161980000000
79,0.0778627097606659,162000000000
80,0.0778627097606659,162020000000
81,0.0778576135635376,162040000000
82,0.0778576135635376,162060000000
83,0.07785365730524063,162080000000
84,0.07785326987504959,162100000000
85,0.07785326987504959,162120000000
86,0.07785309106111526,162140000000
87,0.07785309106111526,162160000000
88,0.07785207778215408,162180000000
89,0.07785207778215408,162200000000
90,0.07785207778215408,162220000000
91,0.07784852385520935,162240000000
92,0.07784467190504074,162260000000
93,0.07784440368413925,162280000000
94,0.07784440368413925,162300000000
95,0.07784440368413925,162320000000
96,0.07784479111433029,162340000000
97,0.07784479111433029,162360000000
98,0.07785201817750931,162380000000
99,0.07785201817750931,162396000000
100,0.07785466313362122,162420000000
101,0.0778617262840271,162440000000
102,0.0778617262840271,162460000000
103,0.0778714269399643,162480000000
104,0.0778714269399643,162500000000
105,0.07787232846021652,162520000000
106,14.157288551330566,162540000000
107,14.157285690307617,162560000000
108,14.157281875610352,162580000000
109,14.157281875610352,162600000000
110,14.15727710723877,162620000000
111,14.151759147644043,162640000000
112,14.151759147644043,162660000000
113,14.130075454711914,162680000000
114,14.108453750610352,162700000000
115,14.090459823608398,162720000000
116,14.090459823608398,162740000000
117,14.080406188964844,162760000000
118,14.033897399902344,162780000000
119,14.033897399902344,162800000000
120,13.979966163635254,162820000000
121,13.979966163635254,162840000000
122,13.905673027038574,162860000000
123,13.83021068572998,162880000000
124,13.800413131713867,162900000000
125,13.800413131713867,162920000000
126,13.727829933166504,162940000000
127,13.727829933166504,162964000000
128,13.647586822509766,162980000000
129,13.61054801940918,163000000000
130,13.5869140625,163020000000
131,13.5869140625,163040000000
132,13.575340270996094,163060000000
133,13.529881477355957,163080000000
134,13.529881477355957,163100000000
135,13.47331428527832,163120000000
136,13.47331428527832,163140000000
137,13.415348052978516,163160000000
138,13.354716300964355,163180000000
139,13.354716300964355,163200000000
140,13.3296480178833,163220000000
141,13.264986038208008,163240000000
142,13.264986038208008,163260000000
143,13.19794750213623,163280000000
144,13.143223762512207,163300000000
145,13.129437446594238,163320000000
146,13.129437446594238,163340000000
147,13.07398509979248,163360000000
148,13.018160820007324,163380000000
149,13.018160820007324,163400000000
150,12.962360382080078,163420000000
151,12.962360382080078,163440000000
152,12.87932014465332,163460000000
153,12.824481010437012,163480000000
154,12.81080436706543,163500000000
155,12.81080436706543,163520000000
156,12.797128677368164,163540000000
157,12.797128677368164,163560000000
158,12.742301940917969,163580000000
159,12.673260688781738,163600000000
160,12.673260688781738,163620000000
161,12.617574691772461,163640000000
162,12.547293663024902,163660000000
163,12.476258277893066,163680000000
164,12.476258277893066,163700000000
165,12.476258277893066,163720000000
166,12.404560089111328,163740000000
167,12.404560089111328,163760000000
168,12.332319259643555,163780000000
169,12.303328514099121,163800000000
170,12.303328514099121,163820000000
171,12.274306297302246,163840000000
172,12.274306297302246,163860000000
