,0,1,2,3
253,0.0,-2.0726951300896346,20.0,2265.992
254,0.0,-2.107336146241012,20.0,2266.012
255,0.0,-2.1419771623923896,20.0,2266.052
256,0.0,-2.1766181785437673,20.0,2266.092
257,0.0,-2.2112591946951445,20.0,2266.092
258,0.0,-2.2459002108465222,20.0,2266.092
259,0.0,-2.2805412269978995,20.0,2266.112
260,0.0,-2.315182243149277,20.0,2266.132
261,0.0,-2.3498232593006545,20.0,2266.172
262,0.0,-2.384464275452032,20.0,2266.188
263,0.0,-2.41910529160341,20.0,2266.192
264,0.0,-2.453746307754787,20.0,2266.232
265,0.0,-2.488387323906165,20.0,2266.232
266,0.0,-2.524873450104615,20.0,2266.272
267,0.0,-2.5622900239723543,20.0,2266.272
268,0.0,-2.5997065978400937,20.0,2266.292
269,0.0,-2.637123171707833,20.0,2266.312
270,0.0,-2.6745397455755726,20.0,2266.356
271,0.0,-2.711956319443312,20.0,2266.356
272,0.0,-2.7493728933110515,20.0,2266.388
273,0.0,-2.786789467178791,20.0,2266.392
274,0.0,-2.8242060410465304,20.0,2266.436
275,0.0,-2.86162261491427,20.0,2266.436
276,0.0,-2.8990391887820093,20.0,2266.48
277,0.0,-2.936455762649749,20.0,2266.48
278,0.0,-2.9738723365174886,20.0,2266.492
279,0.0,-3.0120683528375762,20.0,2266.512
280,0.0,-3.0520683528375763,20.0,2266.556
281,0.0,-3.0920683528375763,20.0,2266.556
282,0.0,-3.1320683528375763,20.0,2266.588
283,0.0,-3.1720683528375764,20.0,2266.592
284,0.0,-3.2120683528375764,20.0,2266.632
285,0.0,-3.2520683528375756,20.0,2266.632
286,0.0,-3.2920683528375765,20.0,2266.676
287,0.0,-3.3320683528375756,20.0,2266.676
288,0.0,-3.3720683528375757,20.0,2266.692
289,0.0,-3.4120683528375757,20.0,2266.712
290,0.0,-3.4520683528375757,20.0,2266.748
291,0.0,-3.4920683528375758,20.0,2266.788
292,0.0,-3.532068352837576,20.0,2266.788
293,0.0,-3.572068352837576,20.0,2266.792
294,0.0,-3.612068352837576,20.0,2266.812
295,0.0,-3.652068352837576,20.0,2266.852
296,0.0,-3.692068352837576,20.0,2266.892
297,0.0,-3.732068352837576,20.0,2266.892
298,0.0,-3.772068352837576,20.0,2266.892
299,0.0,-3.812068352837576,20.0,2266.912
300,0.0,-3.852068352837576,20.0,2266.932
301,0.0,-3.892068352837576,20.0,2266.972
302,0.0,-3.932068352837576,20.0,2266.992
303,0.0,-3.972068352837576,20.0,2266.992
304,0.0,-4.012068352837576,20.0,2267.012
305,0.0,-4.052068352837576,20.0,2267.032
306,0.0,-4.092068352837576,20.0,2267.072
307,0.0,-4.132068352837576,20.0,2267.072
308,0.0,-4.172068352837576,20.0,2267.092
309,0.0,-4.212068352837576,20.0,2267.112
310,0.0,-4.252068352837576,20.0,2267.152
311,0.0,-4.2920683528375765,20.0,2267.152
312,0.0,-4.332068352837576,20.0,2267.192
313,0.0,-4.3720683528375766,20.0,2267.192
314,0.0,-4.412068352837576,20.0,2267.212
315,0.0,-4.452068352837577,20.0,2267.232
316,0.0,-4.492068352837576,20.0,2267.276
317,0.0,-4.532068352837576,20.0,2267.276
318,0.0,-4.572068352837576,20.0,2267.292
319,0.0,-4.612068352837576,20.0,2267.312
320,0.0,-4.652068352837576,20.0,2267.352
321,0.0,-4.692068352837576,20.0,2267.352
322,0.0,-4.732068352837576,20.0,2267.388
323,0.0,-4.772068352837576,20.0,2267.392
324,0.0,-4.812068352837576,20.0,2267.432
325,0.0,-4.852068352837576,20.0,2267.432
326,0.0,-4.892068352837576,20.0,2267.476
327,0.0,-4.932068352837576,20.0,2267.476
328,0.0,-4.972068352837576,20.0,2267.492
329,0.0,-5.012068352837576,20.0,2267.512
330,0.0,-5.052068352837576,20.0,2267.548
331,0.0,-5.092068352837576,20.0,2267.588
332,0.0,-5.132068352837576,20.0,2267.588
333,0.0,-5.172068352837576,20.0,2267.592
334,0.0,-5.212068352837576,20.0,2267.612
335,0.0,-5.252068352837576,20.0,2267.656
336,0.0,-5.2920683528375765,20.0,2267.656
337,0.0,-5.332068352837576,20.0,2267.692
338,0.0,-5.372068352837576,20.0,2267.692
339,0.0,-5.412068352837576,20.0,2267.712
340,0.0,-5.452068352837576,20.0,2267.732
341,0.0,-5.492068352837576,20.0,2267.772
342,0.0,-5.532068352837576,20.0,2267.772
343,0.0,-5.572068352837576,20.0,2267.792
344,0.0,-5.612068352837576,20.0,2267.812
345,0.0,-5.652068352837576,20.0,2267.852
346,0.0,-5.692068352837576,20.0,2267.852
347,0.0,-5.732068352837576,20.0,2267.888
348,0.0,-5.772068352837576,20.0,2267.892
349,0.0,-5.812068352837576,20.0,2267.932
350,0.0,-5.852068352837576,20.0,2267.932
351,0.0,-5.892068352837576,20.0,2267.972
352,0.0,-5.932068352837576,20.0,2267.972
353,0.0,-5.972068352837576,20.0,2267.992
354,0.0,-6.012068352837576,20.0,2268.012
355,0.0,-6.052068352837576,20.0,2268.048
356,0.0,-6.100068352837576,20.0,2268.088
357,0.0,-6.132068352837576,20.0,2268.088
358,0.0,-6.172068352837576,20.0,2268.092
359,0.0,-6.212068352837576,20.0,2268.112
360,0.0,-6.252068352837576,20.0,2268.16
361,0.0,-6.2920683528375765,20.0,2268.16
362,0.0,-6.332068352837576,20.0,2268.188
363,0.0,-6.3720683528375766,20.0,2268.192
364,0.0,-6.412068352837576,20.0,2268.236
365,0.0,-6.452068352837577,20.0,2268.236
366,0.0,-6.492068352837576,20.0,2268.28
367,0.0,-6.532068352837576,20.0,2268.28
368,0.0,-6.572068352837576,20.0,2268.292
369,0.0,-6.612068352837576,20.0,2268.312
370,0.0,-6.652068352837576,20.0,2268.352
371,0.0,-6.692068352837576,20.0,2268.352
372,0.0,-6.732068352837576,20.0,2268.388
373,0.0,-6.772068352837575,20.0,2268.392
374,0.0,-6.812068352837576,20.0,2268.432
375,0.0,-6.852068352837575,20.0,2268.432
376,0.0,-6.892068352837576,20.0,2268.476
377,0.0,-6.932068352837575,20.0,2268.476
378,0.0,-6.972068352837576,20.0,2268.492
379,0.0,-7.012068352837575,20.0,2268.512
380,0.0,-7.052068352837576,20.0,2268.556
381,0.0,-7.092068352837575,20.0,2268.556
382,0.0,-7.132068352837576,20.0,2268.592
383,0.0,-7.1720683528375755,20.0,2268.592
384,0.0,-7.212068352837576,20.0,2268.612
385,0.0,-7.252068352837576,20.0,2268.632
386,0.0,-7.2920683528375765,20.0,2268.672
387,0.0,-7.332068352837576,20.0,2268.672
388,0.0,-7.3720683528375766,20.0,2268.692
389,0.0,-7.412068352837576,20.0,2268.712
390,0.0,-7.452068352837577,20.0,2268.756
391,0.0,-7.492068352837576,20.0,2268.756
392,0.0,-7.532068352837577,20.0,2268.792
393,0.0,-7.572068352837576,20.0,2268.792
394,0.0,-7.612068352837577,20.0,2268.812
395,0.0,-7.652068352837576,20.0,2268.832
396,0.0,-7.692068352837577,20.0,2268.876
397,0.0,-7.732068352837576,20.0,2268.876
398,0.0,-7.772068352837575,20.0,2268.892
399,0.0,-7.812068352837576,20.0,2268.912
400,0.0,-7.852068352837577,20.0,2268.952
401,0.0,-7.892068352837576,20.0,2268.992
402,0.0,-7.932068352837575,20.0,2268.992
403,0.0,-7.972068352837576,20.0,2268.992
404,0.0,-8.012068352837575,20.0,2269.012
405,0.0,-8.052068352837576,20.0,2269.032
406,0.0,-8.092068352837575,20.0,2269.08
407,0.0,-8.132068352837576,20.0,2269.08
408,0.0,-8.172068352837575,20.0,2269.092
409,0.0,-8.212068352837576,20.0,2269.112
410,0.0,-8.252068352837576,20.0,2269.156
411,0.0,-8.292068352837576,20.0,2269.156
412,0.0,-8.332068352837576,20.0,2269.188
413,0.0,-8.372068352837577,20.0,2269.192
414,0.0,-8.412068352837576,20.0,2269.232
415,0.0,-8.452068352837577,20.0,2269.276
416,0.0,-8.492068352837576,20.0,2269.276
417,0.0,-8.532068352837577,20.0,2269.276
418,0.0,-8.572068352837576,20.0,2269.292
419,0.0,-8.612068352837577,20.0,2269.312
420,0.0,-8.652068352837576,20.0,2269.352
421,0.0,-8.692068352837577,20.0,2269.392
422,0.0,-8.732068352837576,20.0,2269.392
423,0.0,-8.772068352837575,20.0,2269.392
424,0.0,-8.812068352837576,20.0,2269.412
425,0.0,-8.852068352837575,20.0,2269.432
426,0.0,-8.892068352837576,20.0,2269.472
427,0.0,-8.932068352837575,20.0,2269.472
428,0.0,-8.972068352837576,20.0,2269.492
429,0.0,-9.012068352837575,20.0,2269.512
430,0.0,-9.052068352837576,20.0,2269.552
431,0.0,-9.092068352837575,20.0,2269.552
432,0.0,-9.132068352837576,20.0,2269.588
433,0.0,-9.172068352837575,20.0,2269.592
434,0.0,-9.212068352837576,20.0,2269.636
435,0.0,-9.252068352837576,20.0,2269.636
436,0.0,-9.292068352837576,20.0,2269.672
437,0.0,-9.332068352837576,20.0,2269.672
438,0.0,-9.372068352837577,20.0,2269.692
439,0.0,-9.412068352837576,20.0,2269.712
440,0.0,-9.452068352837577,20.0,2269.752
441,0.0,-9.492068352837576,20.0,2269.752
442,0.0,-9.5,20.0,2269.788
443,0.0,-9.5,20.0,2269.792
444,0.0,-9.5,20.0,2269.832
445,0.0,-9.5,20.0,2269.832
446,0.0,-9.5,20.0,2269.876
447,0.0,-9.5,20.0,2269.876
448,0.0,-9.5,20.0,2269.892
449,0.0,-9.5,20.0,2269.912
450,0.0,-9.5,20.0,2269.956
451,0.0,-9.5,20.0,2269.956
452,0.0,-9.5,20.0,2269.992
453,0.0,-9.5,20.0,2269.992
454,0.0,-9.5,20.0,2270.012
455,0.0,-9.5,20.0,2270.032
456,0.0,-9.5,20.0,2270.076
457,0.0,-9.5,20.0,2270.076
458,0.0,-9.5,20.0,2270.092
459,0.0,-9.5,20.0,2270.112
460,0.0,-9.5,20.0,2270.144
461,0.0,-9.5,20.0,2270.188
462,0.0,-9.5,20.0,2270.188
463,0.0,-9.5,20.0,2270.192
464,0.0,-9.5,20.0,2270.212
465,0.0,-9.5,20.0,2270.256
466,0.0,-9.5,20.0,2270.256
467,0.0,-9.5,20.0,2270.288
468,0.0,-9.5,20.0,2270.292
469,0.0,-9.5,20.0,2270.328
470,0.0,-9.5,20.0,2270.372
471,0.0,-9.5,20.0,2270.372
472,0.0,-9.5,20.0,2270.372
473,0.0,-9.5,20.0,2270.392
474,0.0,-9.5,20.0,2270.412
475,0.0,-9.5,20.0,2270.452
476,0.0,-9.5,20.0,2270.452
477,0.0,-9.5,20.0,2270.488
478,0.0,-9.5,20.0,2270.492
479,0.0,-9.5,20.0,2270.532
480,0.0,-9.5,20.0,2270.572
481,0.0,-9.5,20.0,2270.572
482,0.0,-9.5,20.0,2270.572
483,0.0,-9.5,20.0,2270.592
484,0.0,-9.5,20.0,2270.612
485,0.0,-9.5,20.0,2270.652
486,0.0,-9.5,20.0,2270.692
487,0.0,-9.5,20.0,2270.692
488,0.0,-9.5,20.0,2270.692
489,0.0,-9.5,20.0,2270.712
490,0.0,-9.5,20.0,2270.732
491,0.0,-9.5,20.0,2270.772
492,0.0,-9.5,20.0,2270.772
493,0.0,-9.5,20.0,2270.792
494,0.0,-9.5,20.0,2270.812
495,0.0,-9.5,20.0,2270.856
496,0.0,-9.5,20.0,2270.856
497,0.0,-9.5,20.0,2270.896
498,0.0,-9.5,20.0,2270.896
499,0.0,-9.5,20.0,2270.912
500,0.0,-9.5,20.0,2270.932
501,0.0,-9.5,20.0,2270.972
502,0.0,-9.5,20.0,2270.992
503,0.0,-9.5,20.0,2270.992
504,0.0,-9.5,20.0,2271.012
505,0.0,-9.5,20.0,2271.032
506,0.0,-9.5,20.0,2271.076
507,0.0,-9.5,20.0,2271.076
508,0.0,-9.5,20.0,2271.092
509,0.0,-9.5,20.0,2271.112
510,0.0,-9.5,20.0,2271.152
511,0.0,-9.5,20.0,2271.152
512,0.0,-9.5,20.0,2271.188
513,0.0,-9.5,20.0,2271.192
514,0.0,-9.5,20.0,2271.228
515,0.0,-9.5,20.0,2271.276
516,0.0,-9.5,20.0,2271.276
517,0.0,-9.5,20.0,2271.276
518,0.0,-9.5,20.0,2271.292
519,0.0,-9.5,20.0,2271.312
520,0.0,-9.5,20.0,2271.348
521,0.0,-9.5,20.0,2271.392
522,0.0,-9.5,20.0,2271.392
523,0.0,-9.5,20.0,2271.392
524,0.0,-9.5,20.0,2271.412
525,0.0,-9.5,20.0,2271.432
526,0.0,-9.5,20.0,2271.476
527,0.0,-9.5,20.0,2271.476
528,0.0,-9.5,20.0,2271.496
529,0.0,-9.5,20.0,2271.512
530,0.0,-9.5,20.0,2271.552
531,0.0,-9.5,20.0,2271.592
532,0.0,-9.5,20.0,2271.592
533,0.0,-9.5,20.0,2271.592
534,0.0,-9.5,20.0,2271.612
535,0.0,-9.5,20.0,2271.632
536,0.0,-9.5,20.0,2271.676
537,0.0,-9.5,20.0,2271.676
538,0.0,-9.5,20.0,2271.692
539,0.0,-9.5,20.0,2271.712
540,0.0,-9.5,20.0,2271.748
541,0.0,-9.5,20.0,2271.792
542,0.0,-9.5,20.0,2271.792
543,0.0,-9.5,20.0,2271.792
544,0.0,-9.5,20.0,2271.812
545,0.0,-9.5,20.0,2271.832
546,0.0,-9.5,20.0,2271.876
547,0.0,-9.5,20.0,2271.876
548,0.0,-9.5,20.0,2271.892
549,0.0,-9.5,20.0,2271.912
550,0.0,-9.5,20.0,2271.952
551,0.0,-9.5,20.0,2271.952
552,0.0,-9.5,20.0,2271.988
553,0.0,-9.5,20.0,2271.992
554,0.0,-9.5,20.0,2272.032
555,0.0,-9.5,20.0,2272.032
556,0.0,-9.5,20.0,2272.072
557,0.0,-9.5,20.0,2272.072
558,0.0,-9.5,20.0,2272.092
559,0.0,-9.5,20.0,2272.112
560,0.0,-9.5,20.0,2272.156
561,0.0,-9.5,20.0,2272.156
562,0.0,-9.5,20.0,2272.192
563,0.0,-9.5,20.0,2272.192
564,0.0,-9.5,20.0,2272.212
565,0.0,-9.5,20.0,2272.232
566,0.0,-9.5,20.0,2272.272
567,0.0,-9.5,20.0,2272.272
568,0.0,-9.5,20.0,2272.292
569,0.0,-9.5,20.0,2272.312
570,0.0,-9.5,20.0,2272.352
571,0.0,-9.5,20.0,2272.352
572,0.0,-9.5,20.0,2272.388
573,0.0,-9.5,20.0,2272.392
574,0.0,-9.5,20.0,2272.436
575,0.0,-9.5,20.0,2272.436
576,0.0,-9.5,20.0,2272.48
577,0.0,-9.5,20.0,2272.48
578,0.0,-9.5,20.0,2272.492
579,0.0,-9.5,20.0,2272.512
580,0.0,-9.5,20.0,2272.548
581,0.0,-9.5,20.0,2272.588
582,0.0,-9.5,20.0,2272.588
583,0.0,-9.5,20.0,2272.604
584,0.0,-9.5,20.0,2272.612
585,0.0,-9.5,20.0,2272.648
586,0.0,-9.5,20.0,2272.688
587,0.0,-9.5,20.0,2272.688
588,0.0,-9.5,20.0,2272.704
589,0.0,-9.5,20.0,2272.712
590,0.0,-9.5,20.0,2272.748
591,0.0,-9.5,20.0,2272.792
592,0.0,-9.5,20.0,2272.792
593,0.0,-9.5,20.0,2272.792
594,0.0,-9.5,20.0,2272.812
595,0.0,-9.5,20.0,2272.832
596,0.0,-9.5,20.0,2272.872
597,0.0,-9.5,20.0,2272.872
598,0.0,-9.5,20.0,2272.892
599,0.0,-9.5,20.0,2272.912
600,0.0,-9.5,20.0,2272.948
601,0.0,-9.5,20.0,2272.992
602,0.0,-9.5,20.0,2272.992
603,0.0,-9.5,20.0,2272.992
604,0.0,-9.5,20.0,2273.012
605,0.0,-9.5,20.0,2273.032
606,0.0,-9.5,20.0,2273.072
607,0.0,-9.5,20.0,2273.072
608,0.0,-9.5,20.0,2273.092
609,0.0,-9.5,20.0,2273.112
