,error,time
0,0.01464157085865736,1926.172
1,0.01445147953927517,1926.192
2,0.014389868825674057,1926.212
3,0.014389868825674057,1926.232
4,0.014359425753355026,1926.256
5,0.014359425753355026,1926.272
6,0.014098746702075005,1926.292
7,0.014098746702075005,1926.312
8,0.014043840579688549,1926.332
9,0.013909932225942612,1926.352
10,0.013909932225942612,1926.372
11,0.01375119760632515,1926.392
12,0.013699132017791271,1926.412
13,0.013699132017791271,1926.428
14,0.01367329340428114,1926.452
15,0.01367329340428114,1926.472
16,0.013449367135763168,1926.492
17,0.013449367135763168,1926.512
18,0.013449367135763168,1926.532
19,0.013350202701985836,1926.552
20,0.01322801411151886,1926.572
21,0.013132473453879356,1926.592
22,0.013085727579891682,1926.612
23,0.013085727579891682,1926.632
24,0.01306247990578413,1926.652
25,0.01306247990578413,1926.672
26,0.012863223440945148,1926.692
27,0.012863223440945148,1926.712
28,0.01282127108424902,1926.732
29,0.012738173827528954,1926.752
30,0.012738173827528954,1926.772
31,0.012594161555171013,1926.792
32,0.012573673389852047,1926.812
33,0.012573673389852047,1926.832
34,0.012553264386951923,1926.852
35,0.012391739524900913,1926.872
36,0.012371458113193512,1926.892
37,0.012351157143712044,1926.912
38,0.012351157143712044,1926.932
39,0.012351157143712044,1926.952
40,0.012290064245462418,1926.972
41,0.012061040848493576,1926.992
42,0.012039698660373688,1927.012
43,0.012039698660373688,1927.032
44,0.012018284760415554,1927.052
45,0.012018284760415554,1927.072
46,0.011803296394646168,1927.092
47,0.011803296394646168,1927.112
48,0.011803296394646168,1927.132
49,0.011656288988888264,1927.152
50,0.011656288988888264,1927.172
51,0.011534765362739563,1927.192
52,0.011515281163156033,1927.212
53,0.011515281163156033,1927.232
54,0.0114961639046669,1927.252
55,0.0114961639046669,1927.272
56,0.011317000724375248,1927.292
57,0.011317000724375248,1927.312
58,0.011282926425337791,1927.332
59,0.011200773529708385,1927.352
60,0.011200773529708385,1927.376
61,0.01112361904233694,1927.392
62,0.011093951761722565,1927.412
63,0.011093951761722565,1927.432
64,0.011079148389399052,1927.452
65,0.011079148389399052,1927.472
66,0.010948396287858486,1927.488
67,0.010948396287858486,1927.512
68,0.010948396287858486,1927.532
69,0.010850644670426846,1927.552
70,0.010850644670426846,1927.572
71,0.010758775286376476,1927.592
72,0.010758775286376476,1927.612
73,0.010758775286376476,1927.632
74,0.010745842009782791,1927.652
75,0.010745842009782791,1927.672
76,0.010611218400299549,1927.692
77,0.010588238947093487,1927.712
78,0.010588238947093487,1927.732
79,0.010576914064586163,1927.748
80,0.010576914064586163,1927.772
81,0.010478097014129162,1927.792
82,0.010478097014129162,1927.812
83,0.010456422343850136,1927.832
84,0.010413406416773796,1927.852
85,0.010413406416773796,1927.872
86,0.010350036434829235,1927.892
87,0.010350036434829235,1927.912
88,0.010329053737223148,1927.932
89,0.010278046131134033,1927.952
90,0.010278046131134033,1927.972
91,0.010218040086328983,1927.992
92,0.010198622941970825,1928.012
93,0.010198622941970825,1928.032
94,0.010189020074903965,1928.052
95,0.010189020074903965,1928.072
96,0.010101769119501114,1928.092
97,0.010101769119501114,1928.112
98,0.010101769119501114,1928.132
99,0.010036499239504337,1928.152
100,0.010036499239504337,1928.172
101,0.00998343713581562,1928.192
102,0.009974902495741844,1928.212
103,0.009974902495741844,1928.232
104,0.009931475855410099,1928.252
105,0.009931475855410099,1928.272
106,0.009868698194622993,1928.292
107,0.009868698194622993,1928.312
108,0.009868698194622993,1928.332
109,0.00985963549464941,1928.352
110,0.00985963549464941,1928.372
111,0.009774168953299522,1928.392
112,0.009774168953299522,1928.412
113,0.009733171202242374,1928.432
114,0.009691010229289532,1928.452
115,0.009691010229289532,1928.472
116,0.00962746236473322,1928.492
117,0.009606060571968555,1928.512
118,0.009606060571968555,1928.532
119,0.009584907442331314,1928.552
120,0.009584907442331314,1928.572
121,0.009494124911725521,1928.592
122,0.00947517715394497,1928.612
123,0.00947517715394497,1928.632
124,0.009465872310101986,1928.652
125,0.009465872310101986,1928.672
126,0.009428832679986954,1928.692
127,0.009381396695971489,1928.712
128,0.009381396695971489,1928.732
129,0.0093427998945117,1928.752
130,0.009294215589761734,1928.772
131,0.009256278164684772,1928.792
132,0.009238127619028091,1928.812
133,0.009238127619028091,1928.828
134,0.009229326620697975,1928.852
135,0.009229326620697975,1928.872
136,0.009195932187139988,1928.892
137,0.009151111356914043,1928.912
138,0.009151111356914043,1928.932
139,0.0091255409643054,1928.952
140,0.0091255409643054,1928.972
141,0.009083187207579613,1928.992
142,0.009074133820831776,1929.012
143,0.009074133820831776,1929.032
144,0.009065790101885796,1929.052
145,0.009065790101885796,1929.068
146,0.009046927094459534,1929.092
147,0.00902744010090828,1929.112
148,0.00902744010090828,1929.132
149,0.009017792530357838,1929.152
150,0.009017792530357838,1929.172
151,0.009011128917336464,1929.192
152,0.009008927270770073,1929.212
153,0.009008927270770073,1929.232
154,0.009007910266518593,1929.252
155,0.009007910266518593,1929.272
156,0.008998132310807705,1929.292
157,0.008995363488793373,1929.312
158,0.008995363488793373,1929.332
159,0.008985894732177258,1929.352
160,0.008985894732177258,1929.372
161,0.008967224508523941,1929.392
162,0.008962932042777538,1929.412
163,0.008962932042777538,1929.432
164,0.008958260528743267,1929.452
165,0.008958260528743267,1929.472
166,0.008882155641913414,1929.492
167,0.008864925242960453,1929.512
168,0.008855990134179592,1929.536
