,0,1
0,0.0024567574728280306,2002.192
1,0.0024652692954987288,2002.212
2,0.0024652692954987288,2002.232
3,0.0024735622573643923,2002.252
4,0.0024735622573643923,2002.272
5,0.0025480410549789667,2002.292
6,0.002554823411628604,2002.312
7,0.002554823411628604,2002.332
8,0.0025869677774608135,2002.352
9,0.0025869677774608135,2002.372
10,0.0026250011287629604,2002.392
11,0.0026250011287629604,2002.412
12,0.002629566006362438,2002.432
13,0.002629566006362438,2002.452
14,0.00264522572979331,2002.472
15,0.00264522572979331,2002.492
16,0.002662113169208169,2002.512
17,0.002662113169208169,2002.532
18,0.002656102878972888,2002.552
19,0.002656102878972888,2002.572
20,0.002639676444232464,2002.592
21,0.0026302728801965714,2002.612
22,0.0026302728801965714,2002.632
23,0.002624962478876114,2002.652
24,0.002624962478876114,2002.668
25,0.002569405594840646,2002.692
26,0.002569405594840646,2002.712
27,0.0025521402712911367,2002.732
28,0.0025038847234100103,2002.752
29,0.0025038847234100103,2002.768
30,0.0024371908511966467,2002.792
31,0.0024250377900898457,2002.812
32,0.0024250377900898457,2002.832
33,0.002359418198466301,2002.852
34,0.002359418198466301,2002.872
35,0.0022555210161954165,2002.888
36,0.0022240481339395046,2002.908
37,0.0022240481339395046,2002.932
38,0.0022081134375184774,2002.952
39,0.0022081134375184774,2002.976
40,0.002041423227638006,2002.992
41,0.0020239080768078566,2003.012
42,0.0020239080768078566,2003.032
43,0.002006260212510824,2003.052
44,0.002006260212510824,2003.072
45,0.0018255350878462195,2003.092
46,0.0018073375103995204,2003.112
47,0.0018073375103995204,2003.132
48,0.0017891598399728537,2003.152
49,0.001735015888698399,2003.176
50,0.001595198642462492,2003.192
51,0.0015782233094796538,2003.212
52,0.0015782233094796538,2003.232
53,0.0015613760333508253,2003.252
54,0.0015613760333508253,2003.272
55,0.0014161324361339211,2003.292
56,0.0013858688762411475,2003.312
57,0.0013858688762411475,2003.332
58,0.001314425258897245,2003.352
59,0.001314425258897245,2003.372
60,0.0012265503173694015,2003.392
61,0.0012265503173694015,2003.412
62,0.0012152288109064102,2003.432
63,0.0012152288109064102,2003.452
64,0.0012152288109064102,2003.472
65,0.0011141446884721518,2003.492
66,0.0011072662891820073,2003.512
67,0.0011072662891820073,2003.532
68,0.0011007852153852582,2003.552
69,0.0011007852153852582,2003.572
70,0.0010560089722275734,2003.592
71,0.0010560089722275734,2003.612
72,0.0010560089722275734,2003.632
73,0.0010533255990594625,2003.652
74,0.0010590022429823875,2003.676
75,0.0010629263706505299,2003.692
76,0.0010675366502255201,2003.712
77,0.0010675366502255201,2003.732
78,0.001070040394552052,2003.752
79,0.001070040394552052,2003.772
80,0.0010966610861942172,2003.792
81,0.001103151123970747,2003.812
82,0.001103151123970747,2003.832
83,0.0011196123668923974,2003.852
84,0.0011196123668923974,2003.868
85,0.0011379803763702512,2003.892
86,0.0011431764578446746,2003.912
87,0.0011431764578446746,2003.932
88,0.001145530492067337,2003.952
89,0.001145530492067337,2003.972
90,0.0011603508610278368,2003.992
91,0.0011603508610278368,2004.012
92,0.0011623199097812176,2004.032
93,0.0011649804655462503,2004.052
94,0.0011649804655462503,2004.068
95,0.0011630523949861526,2004.092
96,0.001162251690402627,2004.112
97,0.001162251690402627,2004.132
98,0.00116133620031178,2004.152
99,0.00116133620031178,2004.172
100,0.0011415635235607624,2004.192
101,0.0011387037811800838,2004.212
102,0.0011387037811800838,2004.232
103,0.0011356861796230078,2004.252
104,0.0011356861796230078,2004.272
105,0.0010963716777041554,2004.292
106,0.0010865484364330769,2004.312
107,0.0010865484364330769,2004.332
108,0.0010597585933282971,2004.352
109,0.0010597585933282971,2004.372
110,0.0010254570515826344,2004.392
111,0.0010197089286521077,2004.412
112,0.0010197089286521077,2004.432
113,0.0010139824589714408,2004.452
114,0.0010139824589714408,2004.472
115,0.0009655585745349526,2004.492
116,0.0009564763167873025,2004.512
117,0.0009564763167873025,2004.532
118,0.0009376145899295807,2004.552
119,0.0009376145899295807,2004.572
120,0.0009180758497677743,2004.588
121,0.0009158034226857126,2004.612
122,0.0009158034226857126,2004.632
123,0.0009072444518096745,2004.652
124,0.0009072444518096745,2004.672
125,0.0009032002999447286,2004.692
126,0.0009029998327605426,2004.712
127,0.0009029998327605426,2004.732
128,0.0009028806234709918,2004.752
129,0.0009028806234709918,2004.772
130,0.0009056075941771269,2004.792
131,0.0009067595237866044,2004.812
132,0.000909597787540406,2004.832
133,0.000909597787540406,2004.852
134,0.000909597787540406,2004.872
135,0.0009135279105976224,2004.892
136,0.0009135279105976224,2004.912
137,0.0009141213959082961,2004.932
138,0.0009141213959082961,2004.952
139,0.0009167887619696558,2004.972
140,0.0009261780069209635,2004.992
141,0.000928022142034024,2005.012
142,0.000928022142034024,2005.032
143,0.0009300698293372989,2005.052
144,0.0009300698293372989,2005.072
145,0.0009646124090068042,2005.092
146,0.0009751408360898495,2005.112
147,0.0009751408360898495,2005.132
148,0.0010062283836305141,2005.152
