,0,1
0,0.002236842643469572,2502.132
1,0.002236842643469572,2502.152
2,0.0022304446902126074,2502.172
3,0.0022304446902126074,2502.192
4,0.0021757998038083315,2502.212
5,0.0021453164517879486,2502.232
6,0.0021453164517879486,2502.252
7,0.0021453164517879486,2502.268
8,0.0021126337815076113,2502.292
9,0.0021126337815076113,2502.312
10,0.0020378169137984514,2502.332
11,0.0020378169137984514,2502.352
12,0.0020276361610740423,2502.372
13,0.0020276361610740423,2502.388
14,0.00199621613137424,2502.412
15,0.0019096283940598369,2502.428
16,0.001898451941087842,2502.452
17,0.001898451941087842,2502.472
18,0.001887105987407267,2502.492
19,0.001887105987407267,2502.512
20,0.0017540891421958804,2502.532
21,0.0017540891421958804,2502.552
22,0.0017416301416233182,2502.572
23,0.0017416301416233182,2502.592
24,0.0017038137884810567,2502.612
25,0.0016011541010811925,2502.632
26,0.0016011541010811925,2502.652
27,0.0015879636630415916,2502.672
28,0.0015879636630415916,2502.692
29,0.0015347872395068407,2502.708
30,0.0014299983158707619,2502.732
31,0.0014177319826558232,2502.752
32,0.0014177319826558232,2502.772
33,0.001405611983500421,2502.792
34,1.2830541133880615,2502.812
35,1.3029793500900269,2502.832
36,1.3230221271514893,2502.852
37,1.3430535793304443,2502.872
38,1.3630969524383545,2502.892
39,1.3830949068069458,2502.912
40,1.4030438661575317,2502.932
41,1.4230281114578247,2502.952
42,1.4430723190307617,2502.972
43,1.4630076885223389,2502.992
44,1.4830522537231445,2503.012
45,1.4957185983657837,2503.032
46,1.5140389204025269,2503.052
47,1.5340825319290161,2503.072
48,1.5521636009216309,2503.092
49,1.5722074508666992,2503.112
50,1.5507038831710815,2503.132
51,1.5707478523254395,2503.152
52,1.5848231315612793,2503.172
53,1.604867696762085,2503.192
54,1.596768856048584,2503.212
55,1.549803376197815,2503.232
56,1.5464651584625244,2503.252
57,1.5665110349655151,2503.272
58,1.5196508169174194,2503.292
59,1.5396920442581177,2503.308
60,1.4620873928070068,2503.332
61,1.4640238285064697,2503.352
62,1.4840432405471802,2503.372
63,1.4854655265808105,2503.392
64,1.505481243133545,2503.412
65,1.2896952629089355,2503.432
66,1.3095829486846924,2503.452
67,1.3294754028320312,2503.472
68,1.325350284576416,2503.492
69,1.3452321290969849,2503.512
70,1.0800871849060059,2503.532
71,1.0995771884918213,2503.552
72,1.0917021036148071,2503.572
73,1.1111723184585571,2503.596
74,1.051377534866333,2503.612
75,0.8458535671234131,2503.632
76,0.8373232483863831,2503.648
77,0.8556707501411438,2503.668
78,0.847068727016449,2503.692
79,0.785841166973114,2503.712
80,0.6123241186141968,2503.732
81,0.6065537333488464,2503.752
82,0.6217538714408875,2503.772
83,0.6159555912017822,2503.792
84,0.6312404274940491,2503.816
85,0.47798094153404236,2503.832
86,0.473855197429657,2503.852
87,0.48316729068756104,2503.872
88,0.4807547926902771,2503.9
